model,period,n,frauds,prevalence,average_precision,roc_auc,precision,recall,alert_rate,precision_at_daily_budget,recall_at_daily_budget,settled_fraud_value_capture,brier_score,seed,scenario
boosting,pre_shift,1546,25,0.016170763260025874,0.47128266377286454,0.9218145956607495,0.3,0.6,0.03234152652005175,0.2830188679245283,0.6,0.7788687784435885,0.011062485459938461,44,full
boosting,post_shift,6971,205,0.029407545545832737,0.12506333647751644,0.7051282236144857,0.17735849056603772,0.22926829268292684,0.03801463204705207,0.21145374449339208,0.23414634146341465,0.27128619743930815,0.028228629261080124,44,full
boosting_static,all_test,8517,230,0.027004813901608547,0.1442126976637892,0.7271200046169748,0.17391304347826086,0.2782608695652174,0.04320770224257368,0.19642857142857142,0.2391304347826087,0.41230871705637434,0.02534640693908265,44,full
boosting_static,pre_shift,1546,25,0.016170763260025874,0.4661374935627234,0.9347797501643655,0.22535211267605634,0.64,0.04592496765847348,0.2727272727272727,0.6,0.7505143717817983,0.011459099030920067,44,full
boosting_static,post_shift,6971,205,0.029407545545832737,0.11632083445265215,0.6980840356733453,0.16161616161616163,0.23414634146341465,0.04260507818103572,0.17777777777777778,0.1951219512195122,0.2666267253782911,0.02842627754961476,44,full
boosting_no_network,all_test,8517,230,0.027004813901608547,0.1574134159218345,0.7338146179715741,0.20846905537459284,0.2782608695652174,0.036045555946929674,0.21428571428571427,0.2608695652173913,0.42725769742309083,0.024932199356035765,44,full
boosting_no_network,pre_shift,1546,25,0.016170763260025874,0.5113877989006219,0.945180802103879,0.37209302325581395,0.64,0.0278137128072445,0.28846153846153844,0.6,0.7155911401937858,0.011178909852380353,44,full
boosting_no_network,post_shift,6971,205,0.029407545545832737,0.1240174588166303,0.7026672097935878,0.18181818181818182,0.23414634146341465,0.03787118060536508,0.19736842105263158,0.21951219512195122,0.3030581471691612,0.02798234791042556,44,full
isolation_forest,all_test,8517,230,0.027004813901608547,0.07190197886701026,0.69908080230429,0.10570824524312897,0.21739130434782608,0.05553598684982975,0.1392857142857143,0.16956521739130434,0.09275853165864253,,44,full
isolation_forest,pre_shift,1546,25,0.016170763260025874,0.06505457021230306,0.8081525312294544,0.07547169811320754,0.16,0.03428201811125485,0.09615384615384616,0.2,0.1439952724639039,,44,full
isolation_forest,post_shift,6971,205,0.029407545545832737,0.0739653274983032,0.6821741418714807,0.10952380952380952,0.22439024390243903,0.06024960550853536,0.14912280701754385,0.16585365853658537,0.07068831981175858,,44,full
behaviour_rule,all_test,8517,230,0.027004813901608547,0.14975002284011027,0.7151536455737378,0.19543973941368079,0.2608695652173913,0.036045555946929674,0.18928571428571428,0.23043478260869565,0.4152453563780508,,44,full
behaviour_rule,pre_shift,1546,25,0.016170763260025874,0.5541915077017749,0.9629717291255754,0.3541666666666667,0.68,0.031047865459249677,0.29411764705882354,0.6,0.8291997420033654,,44,full
behaviour_rule,post_shift,6971,205,0.029407545545832737,0.10614360524575442,0.6752557623122787,0.16602316602316602,0.2097560975609756,0.03715392339693014,0.16593886462882096,0.18536585365853658,0.23693461993949827,,44,full
logistic,all_test,8662,111,0.012814592472870007,0.13306826122207394,0.7326586322025451,0.10422535211267606,0.3333333333333333,0.040983606557377046,0.11785714285714285,0.2972972972972973,0.337352336563693,0.015059184903313816,55,full
logistic,pre_shift,1359,20,0.014716703458425313,0.7478945719678479,0.9564227035100821,0.3829787234042553,0.9,0.034584253127299486,0.32727272727272727,0.9,0.9627383113295828,0.007125219443886244,55,full
logistic,post_shift,7303,91,0.01246063261673285,0.04249514448620838,0.6740536224729238,0.06168831168831169,0.2087912087912088,0.04217444885663426,0.06666666666666667,0.16483516483516483,0.171049357361931,0.016535599946359426,55,full
boosting,all_test,8662,111,0.012814592472870007,0.09085625996620829,0.657096109090028,0.10508474576271186,0.27927927927927926,0.03405679981528515,0.10714285714285714,0.2702702702702703,0.3739165032540427,0.013635691892843645,55,full
boosting,pre_shift,1359,20,0.014716703458425313,0.6583783095055217,0.9724421209858103,0.35555555555555557,0.8,0.033112582781456956,0.2727272727272727,0.75,0.9627383113295828,0.008163392811776683,55,full
boosting,post_shift,7303,91,0.01246063261673285,0.02926288845615064,0.5801792494804141,0.06,0.16483516483516483,0.03423250718882651,0.06666666666666667,0.16483516483516483,0.21733668718351537,0.014654020586691378,55,full
boosting_static,all_test,8662,111,0.012814592472870007,0.08009652477088541,0.7092869386753142,0.1391304347826087,0.2882882882882883,0.02655275917801893,0.11428571428571428,0.2882882882882883,0.38200661229052396,0.01280724774398874,55,full
boosting_static,pre_shift,1359,20,0.014716703458425313,0.5243611799706327,0.9286594473487677,0.37209302325581395,0.8,0.03164091243561442,0.2777777777777778,0.75,0.9627383113295828,0.009886258087078421,55,full
boosting_static,post_shift,7303,91,0.01246063261673285,0.03689692714703063,0.6565652179212912,0.0855614973262032,0.17582417582417584,0.02560591537724223,0.0752212389380531,0.18681318681318682,0.2275781224235265,0.013350808601682992,55,full
boosting_no_network,all_test,8662,111,0.012814592472870007,0.09745271320560543,0.6870135835753892,0.12757201646090535,0.27927927927927926,0.028053567305472177,0.11071428571428571,0.27927927927927926,0.3773600098521234,0.012687477858403873,55,full
boosting_no_network,pre_shift,1359,20,0.014716703458425313,0.6172735706672625,0.9651979088872292,0.38095238095238093,0.8,0.03090507726269316,0.26785714285714285,0.75,0.9627383113295828,0.008584243059570318,55,full
boosting_no_network,post_shift,7303,91,0.01246063261673285,0.036383825836804454,0.6212318602085657,0.07462686567164178,0.16483516483516483,0.027522935779816515,0.07142857142857142,0.17582417582417584,0.22169589293263017,0.01345104024257679,55,full
isolation_forest,all_test,8662,111,0.012814592472870007,0.06777067311265281,0.7311467706743113,0.05928853754940711,0.2702702702702703,0.058416070191641654,0.08571428571428572,0.21621621621621623,0.19549833745417342,,55,full
isolation_forest,pre_shift,1359,20,0.014716703458425313,0.6471054326576965,0.9647124719940254,0.3404255319148936,0.8,0.034584253127299486,0.3333333333333333,0.85,0.8433768898609874,,55,full
isolation_forest,post_shift,7303,91,0.01246063261673285,0.02599446481147215,0.6742547524577475,0.030501089324618737,0.15384615384615385,0.06285088319868547,0.03056768558951965,0.07692307692307693,0.023214119749240737,,55,full
behaviour_rule,all_test,8662,111,0.012814592472870007,0.10366004744108873,0.6821772070281018,0.11627906976744186,0.3153153153153153,0.03474948048949434,0.11071428571428571,0.27927927927927926,0.3213426360114057,,55,full
behaviour_rule,pre_shift,1359,20,0.014716703458425313,0.6736317972881684,0.9637042569081403,0.3333333333333333,0.9,0.039735099337748346,0.2909090909090909,0.8,0.9288025525102315,,55,full
behaviour_rule,post_shift,7303,91,0.01246063261673285,0.033394969476838454,0.6154912752250523,0.06882591093117409,0.18681318681318682,0.03382171710256059,0.06666666666666667,0.16483516483516483,0.15980656399248083,,55,full
logistic,all_test,5477,103,0.018805915647252144,0.2574140082540937,0.8296869862444493,0.11214953271028037,0.5825242718446602,0.09768121234252328,0.14642857142857144,0.39805825242718446,0.46119148007219246,0.02305222463501591,11,no_excitation
logistic,pre_shift,996,32,0.0321285140562249,0.7963776420930531,0.9875194502074689,0.42857142857142855,0.9375,0.07028112449799197,0.4528301886792453,0.75,0.7311884043220871,0.012405594580420481,11,no_excitation
logistic,post_shift,4481,71,0.015844677527337647,0.10352549268891159,0.7496375075851938,0.06451612903225806,0.4225352112676056,0.1037714795804508,0.07488986784140969,0.23943661971830985,0.34586709945261757,0.0254186704137209,11,no_excitation
boosting,all_test,5477,103,0.018805915647252144,0.2781777217894379,0.7858766227900607,0.11805555555555555,0.49514563106796117,0.07887529669527113,0.1357142857142857,0.36893203883495146,0.40751801638291446,0.018217563661642476,11,no_excitation
boosting,pre_shift,996,32,0.0321285140562249,0.7654669470932502,0.9760438278008299,0.42424242424242425,0.875,0.06626506024096386,0.4339622641509434,0.71875,0.7129026512645666,0.01475169335744851,11,no_excitation
boosting,post_shift,4481,71,0.015844677527337647,0.08959731315705657,0.6944875602823288,0.06284153005464481,0.323943661971831,0.08167819683106449,0.06607929515418502,0.2112676056338028,0.27707840501954417,0.01898792894237829,11,no_excitation
boosting_static,all_test,5477,103,0.018805915647252144,0.2559824025013679,0.7664085618999787,0.13988095238095238,0.4563106796116505,0.06134745298521088,0.125,0.33980582524271846,0.3831556021495277,0.016675278435794978,11,no_excitation
boosting_static,pre_shift,996,32,0.0321285140562249,0.6181365300254518,0.9651192946058091,0.3880597014925373,0.8125,0.06726907630522089,0.3076923076923077,0.5,0.39003528234356183,0.01978686727692928,11,no_excitation
boosting_static,post_shift,4481,71,0.015844677527337647,0.11978787643437565,0.6747916067835585,0.07806691449814127,0.29577464788732394,0.060031243026110244,0.08333333333333333,0.2676056338028169,0.3802170692034879,0.015983659938635913,11,no_excitation
boosting_no_network,all_test,5477,103,0.018805915647252144,0.2694923912279528,0.7702503242870201,0.13259668508287292,0.46601941747572817,0.0660945773233522,0.15,0.4077669902912621,0.45316248124747743,0.01631098785285372,11,no_excitation
