scenario,model,period,metric,n_seeds,mean,standard_error,ci95_low,ci95_high
no_excitation,boosting_no_network,all_test,average_precision,5,0.17586151259502064,0.03281750051413303,0.08474552392772992,0.26697750126231135
no_excitation,boosting_no_network,all_test,precision_at_daily_budget,5,0.13357142857142856,0.014312474935367055,0.0938336275938626,0.17330922954899453
no_excitation,boosting_no_network,all_test,recall_at_daily_budget,5,0.392329245232777,0.025128637806712713,0.32256096179404126,0.46209752867151277
no_excitation,boosting_no_network,post_shift,average_precision,5,0.0928188708373316,0.010378929756001786,0.06400234211908871,0.1216353995555745
no_excitation,boosting_no_network,post_shift,precision_at_daily_budget,5,0.10214697729171414,0.01452737960887455,0.06181250528530416,0.14248144929812412
no_excitation,boosting_no_network,post_shift,recall_at_daily_budget,5,0.302091338039971,0.012651317973838255,0.2669656481772069,0.3372170279027351
no_excitation,boosting_no_network,pre_shift,average_precision,5,0.5695207866826271,0.10263570778347822,0.2845583781886779,0.8544831951765762
no_excitation,boosting_no_network,pre_shift,precision_at_daily_budget,5,0.2720550877693735,0.0618055833074746,0.10045527852144118,0.44365489701730576
no_excitation,boosting_no_network,pre_shift,recall_at_daily_budget,5,0.7242543859649123,0.09308908566590329,0.46579764972047705,0.9827111222093476
no_excitation,boosting_static,all_test,average_precision,5,0.15247525127849232,0.033009902761261034,0.060825068333934,0.24412543422305064
no_excitation,boosting_static,all_test,precision_at_daily_budget,5,0.11499999999999999,0.014078859531733587,0.07591081936635097,0.15408918063364901
no_excitation,boosting_static,all_test,recall_at_daily_budget,5,0.3349291420004602,0.01927090642533834,0.28142452818310487,0.38843375581781553
no_excitation,boosting_static,post_shift,average_precision,5,0.08659144564520775,0.01298351893870705,0.05054341803959171,0.12263947325082379
no_excitation,boosting_static,post_shift,precision_at_daily_budget,5,0.0898910961324015,0.01610088378889437,0.04518787614736722,0.13459431611743577
no_excitation,boosting_static,post_shift,recall_at_daily_budget,5,0.25967329703038067,0.02159174358670201,0.19972500623639602,0.31962158782436534
no_excitation,boosting_static,pre_shift,average_precision,5,0.4544726402600382,0.10321925497055087,0.16789004503488925,0.7410552354851871
no_excitation,boosting_static,pre_shift,precision_at_daily_budget,5,0.22399440182459052,0.04544277452845393,0.09782503291845762,0.3501637707307234
no_excitation,boosting_static,pre_shift,recall_at_daily_budget,5,0.6190350877192983,0.07675182953136167,0.4059378463019737,0.8321323291366228
no_excitation,isolation_forest,all_test,average_precision,5,0.10243925949439384,0.02381519702194588,0.03631767229349113,0.16856084669529653
no_excitation,isolation_forest,all_test,precision_at_daily_budget,5,0.09857142857142857,0.02177107236304024,0.03812524127415855,0.15901761586869861
no_excitation,isolation_forest,all_test,recall_at_daily_budget,5,0.2752599103086099,0.03946037962649593,0.16570033244537857,0.38481948817184125
no_excitation,isolation_forest,post_shift,average_precision,5,0.06298314421134982,0.024790874769282375,-0.00584735869539571,0.13181364711809535
no_excitation,isolation_forest,post_shift,precision_at_daily_budget,5,0.07354373603172729,0.02348001258320419,0.008352770025107412,0.13873470203834715
no_excitation,isolation_forest,post_shift,recall_at_daily_budget,5,0.19650743407992785,0.025369894761530856,0.12606931394989235,0.26694555420996335
no_excitation,isolation_forest,pre_shift,average_precision,5,0.3235391753037034,0.09780258745336473,0.05199566009312978,0.595082690514277
no_excitation,isolation_forest,pre_shift,precision_at_daily_budget,5,0.19595018571692,0.05017848877580583,0.05663236616911149,0.3352680052647285
no_excitation,isolation_forest,pre_shift,recall_at_daily_budget,5,0.5338157894736841,0.10691742872467963,0.2369654178307134,0.8306661611166548
no_excitation,logistic,all_test,average_precision,5,0.17472797307928106,0.03282951196388647,0.08357863528111607,0.26587731087744604
no_excitation,logistic,all_test,precision_at_daily_budget,5,0.12285714285714286,0.016350747346085142,0.07746019042177896,0.16825409529250676
no_excitation,logistic,all_test,recall_at_daily_budget,5,0.35969900850949776,0.0393414381686515,0.25046966507470364,0.4689283519442919
no_excitation,logistic,post_shift,average_precision,5,0.08221077837798665,0.009550316675311981,0.055694848391727836,0.10872670836424547
no_excitation,logistic,post_shift,precision_at_daily_budget,5,0.08394891493349438,0.012358379269392497,0.0496365533028117,0.11826127656417706
